36596566-9da0 | http://is5.auto.ru/all/images/5f/4e/60x45/5f4e82ad.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 350 000 |  2010  |  34 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Сургут | 29.07.14
1005632261-2da5a8 | http://is13.auto.ru/all/images/34/23/60x45/34239572.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 360 000 |  2007  |  112 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 24.12.14
1005632229-211e | http://is5.auto.ru/all/images/bb/f7/60x45/bbf76413.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 370 000 |  2008  |  150 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 24.12.14
49081858-0843d | http://is9.auto.ru/all/images/86/ba/60x45/86ba0dc9.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 351 000 |  2011  |  61 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Воронеж | 24.12.14
1005636675-c18ef | http://is14.auto.ru/all/images/93/e7/60x45/93e779b9.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 370 000 |  2008  |  120 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Ефремов | 24.12.14
1001377760-1ff35 | http://is17.auto.ru/all/images/c5/48/60x45/c548e07f.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 265 000 |  2007  |  118 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 24.12.14
1003543504-f0789 | http://is7.auto.ru/all/images/29/d8/60x45/29d88333.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 359 000 |  2011  |  58 959 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 24.12.14
1003343522-d7ef13 | http://is14.auto.ru/all/images/11/76/60x45/1176ed97.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #34ba2b | 300 000 |  2008  |  70 500 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 24.12.14
1003827516-642be3 | http://is13.auto.ru/all/images/1b/e4/60x45/1be42021.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0088ff | 319 000 |  2009  |  112 031 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 24.12.14
1005641457-cd787c | http://is9.auto.ru/all/images/76/0c/60x45/760cccb2.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #0000FF | 318 000 |  2008  |  83 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Санкт-Петербург | 24.12.14
1005447991-d70f68 | http://is3.auto.ru/all/images/bd/16/60x45/bd16baac.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 315 000 |  2008  |  100 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Сызрань | 24.12.14
47350404-2f80 | http://is17.auto.ru/all/images/78/1b/60x45/781b35dd.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 235 000 |  2006  |  173 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Канаш | 24.12.14
1005643235-dc9b | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 285 000 |  2006  |  101 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Курск | 24.12.14
1005643973-d09e96 | http://is12.auto.ru/all/images/56/70/60x45/567060a5.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #ffefd5 | 250 000 |  2008  |  182 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Дорогобуж | 24.12.14
1005643891-e6b60 | http://is8.auto.ru/all/images/9c/47/60x45/9c470946.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #9c9999 | 230 000 |  2007  |  147 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Набережные Челны | 24.12.14
1005647353-24f041 | http://is9.auto.ru/all/images/b8/3b/60x45/b83b734a.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 330 000 |  2011  |  73 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Шахты | 24.12.14
1005646923-0088 | http://is9.auto.ru/all/images/fe/27/60x45/fe27f64f.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 350 000 |  2010  |  97 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Екатеринбург | 24.12.14
1005648349-8543f8 | http://is3.auto.ru/all/images/d2/89/60x45/d28974dd.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 275 000 |  2007  |  93 500 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Сальск | 24.12.14
1005650243-1630a | http://is14.auto.ru/all/images/df/83/60x45/df83f78b.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #FF0000 | 420 000 |  2007  |  75 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Саратов | 24.12.14
1005650877-7e9e | http://is16.auto.ru/all/images/6a/c8/60x45/6ac8834b.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 260 000 |  2006  |  102 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 25.12.14
1005650787-17cf1e | http://is17.auto.ru/all/images/38/6f/60x45/386f7f48.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 340 000 |  2008  |  85 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Владикавказ | 25.12.14
1005569947-6fc25 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFFFFF | 280 000 |  2012  |  172 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 25.12.14
1005694815-bba29f | http://is6.auto.ru/all/images/f0/81/60x45/f081da7a.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 345 000 |  2011  |  65 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Шебекино | 25.12.14
1005696709-b1bd1 | http://is15.auto.ru/all/images/6b/5f/60x45/6b5f8e1a.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 270 000 |  2008  |  170 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Щелково | 25.12.14
1005696913-f637 | http://is18.auto.ru/all/images/ff/55/60x45/ff555bab.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 350 000 |  2008  |  80 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Тула | 25.12.14
1005699345-4951 | http://is8.auto.ru/all/images/20/59/60x45/2059d367.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFFFFF | 250 000 |  2011  |  130 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Санкт-Петербург | 25.12.14
1004092221-1ca10 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0088ff | 330 000 |  2007  |  100 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Ростов-на-Дону | 25.12.14
1005702559-b8fb0 | http://is5.auto.ru/all/images/De/fa/60x45/DefaultP.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 330 000 |  2008  |  111 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 25.12.14
1003699326-10332 | http://is5.auto.ru/all/images/15/31/60x45/15319a03.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 235 000 |  2007  |  100 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Тула | 26.12.14
1005723243-eac8 | http://is6.auto.ru/all/images/da/ea/60x45/daea99d6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 310 000 |  2006  |  50 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 26.12.14
1005723291-8baca | http://is2.auto.ru/all/images/3e/a0/60x45/3ea02295.jpg |  Chevrolet Lacetti1.8 MT (122 л.с.)  | #0000FF | 370 000 |  2010  |  66 000 км  |  1.8 MT (122 л.с.)седан, бензин, передний  | Пенза | 26.12.14
1005731311-c5ef6 | http://is18.auto.ru/all/images/4b/88/60x45/4b881860.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #34ba2b | 235 000 |  2006  |  165 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Пермь | 26.12.14
1005731561-a81da | http://is16.auto.ru/all/images/d9/71/60x45/d971fbf9.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 280 000 |  2008  |  84 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Ногинск | 26.12.14
1005733933-c10ad1 | http://is18.auto.ru/all/images/8e/d6/60x45/8ed6974a.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 390 000 |  2012  |  40 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 26.12.14
12324222-7eaa4c | http://is13.auto.ru/all/images/1e/ad/60x45/1eade73e.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 317 000 |  2007  |  61 600 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Великий Новгород | 26.12.14
1005744003-44b8c | http://is5.auto.ru/all/images/d9/02/60x45/d9024bc8.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #FF0000 | 299 000 |  2007  |  138 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Смоленск | 26.12.14
1005746857-843d2 | http://is11.auto.ru/all/images/74/68/60x45/7468b143.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FFFFFF | 330 000 |  2011  |  73 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Обнинск | 26.12.14
1005750061-4f61ce | http://is1.auto.ru/all/images/7b/ef/60x45/7beffefa.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #9c9999 | 270 000 |  2007  |  120 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Обнинск | 26.12.14
48611430-175d8 | http://is11.auto.ru/all/images/da/13/60x45/da135ae3.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 395 000 |  2012  |  53 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Владимир | 26.12.14
1005753735-75eb3 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 320 000 |  2008  |  67 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Владимир | 26.12.14
1005764107-5e78 | http://is17.auto.ru/all/images/76/56/60x45/76568ceb.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FFCC00 | 269 000 |  2008  |  109 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Пенза | 27.12.14
1005796905-03a26f | http://is5.auto.ru/all/images/40/e4/60x45/40e48c4e.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 365 000 |  2011  |  100 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Пенза | 27.12.14
1005802115-c84e | http://is16.auto.ru/all/images/b7/28/60x45/b7289602.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 295 000 |  2008  |  98 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Таганрог | 27.12.14
1005750143-5c062b | http://is12.auto.ru/all/images/2e/d2/60x45/2ed274b3.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFFFFF | 320 000 |  2011  |  64 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Санкт-Петербург | 27.12.14
1005804281-8c062 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 315 000 |  2007  |  117 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
24020260-a88d9 | http://is1.auto.ru/all/images/9f/98/60x45/9f982c78.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #CC0033 | 420 000 |  2008  |  23 550 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005809023-3a323 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 270 000 |  2008  |  131 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Нижний Новгород | 27.12.14
1003281144-ef8b4 | http://is1.auto.ru/all/images/ba/23/60x45/ba2389a9.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 307 530 |  2007  |  210 431 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 27.12.14
1005810489-dc7e1 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 250 000 |  2008  |  100 007 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Чехов | 27.12.14
1005810675-26ed | http://is6.auto.ru/all/images/15/68/60x45/1568753e.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 365 000 |  2012  |  38 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 27.12.14
1005811347-7597d | http://is6.auto.ru/all/images/37/ef/60x45/37efca66.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FFCC00 | 295 000 |  2009  |  95 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Великие Луки | 27.12.14
1003911056-d77bab | http://is14.auto.ru/all/images/99/31/60x45/9931417d.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF9966 | 306 612 |  2007  |  86 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005815611-472f5 | http://is18.auto.ru/all/images/fe/2b/60x45/fe2bf231.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 270 000 |  2008  |  97 800 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Балаково | 27.12.14
1005816119-904b | http://is15.auto.ru/all/images/27/7e/60x45/277e970b.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 215 000 |  2007  |  120 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Ленинградская | 27.12.14
1005703769-91741 | http://is6.auto.ru/all/images/27/4b/60x45/274b7616.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 275 000 |  2008  |  185 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Тула | 28.12.14
1005854377-bb8f | http://is9.auto.ru/all/images/4e/d0/60x45/4ed02f51.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 290 000 |  2008  |  110 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Челябинск | 28.12.14
1003757934-d770 | http://is18.auto.ru/all/images/34/ee/60x45/34eec4b6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 300 000 |  2005  |  103 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Орел | 28.12.14
1005857513-df2d | http://is8.auto.ru/all/images/72/64/60x45/7264edec.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 350 000 |  2008  |  52 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Смоленск | 28.12.14
1005858553-204ed | http://is13.auto.ru/all/images/70/f3/60x45/70f35b2d.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 390 000 |  2012  |  55 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Санкт-Петербург | 28.12.14
1005859711-509084 | http://is17.auto.ru/all/images/fc/6d/60x45/fc6d869a.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 240 000 |  2007  |  145 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 28.12.14
1005859969-3c8fe | http://is3.auto.ru/all/images/4c/51/60x45/4c51bdfa.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 300 000 |  2009  |  170 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Коломна | 28.12.14
1005861905-a925 | http://is7.auto.ru/all/images/50/b9/60x45/50b92839.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 330 000 |  2008  |  111 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005862063-41f1 | http://is15.auto.ru/all/images/87/4b/60x45/874b2528.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 380 000 |  2011  |  41 850 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005862413-f60b | http://is5.auto.ru/all/images/20/ac/60x45/20ac4e12.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 270 000 |  2006  |  40 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005862955-e0c1b | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 291 111 |  2006  |  98 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Муром | 28.12.14
1005863387-c7ca | http://is8.auto.ru/all/images/3a/c9/60x45/3ac90cb8.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #34ba2b | 330 000 |  2007  |  62 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Москва | 28.12.14
1005864481-654f | http://is3.auto.ru/all/images/00/a9/60x45/00a9d776.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #9c9999 | 360 000 |  2008  |  106 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Химки | 28.12.14
1000831838-a5df | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 330 000 |  2011  |  48 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Владимир | 28.12.14
1005866415-641e6f | http://is13.auto.ru/all/images/09/2e/60x45/092e3a55.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 350 000 |  2008  |  93 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Подгоренский | 28.12.14
1005862347-fee0 | http://is17.auto.ru/all/images/83/2e/60x45/832effdf.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 285 000 |  2007  |  74 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Киров | 28.12.14
1005867177-cd96a | http://is15.auto.ru/all/images/94/20/60x45/9420cc51.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #9c9999 | 260 000 |  2006  |  130 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Липецк | 28.12.14
1005867739-a4e273 | http://is9.auto.ru/all/images/27/3a/60x45/273af121.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 350 000 |  2008  |  85 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Великие Луки | 28.12.14
1005908693-0348 | http://is10.auto.ru/all/images/54/82/60x45/5482f8b9.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 390 000 |  2012  |  40 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 29.12.14
1005909013-a044 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 385 000 |  2009  |  38 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 29.12.14
1005913547-0d1e6 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFFFFF | 450 000 |  2012  |  61 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Самара | 29.12.14
1005043485-c6b50 | http://is9.auto.ru/all/images/0b/8c/60x45/0b8cc6fc.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #CACECB | 260 000 |  2005  |  172 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Москва | 29.12.14
1000312091-76c57 | http://is13.auto.ru/all/images/91/1d/60x45/911de42c.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #CACECB | 340 000 |  2009  |  84 000 км  |  1.6 AT (109 л.с.)универсал, бензин, передний  | Томск | 29.12.14
1002018411-1b2c | http://is18.auto.ru/all/images/b3/03/60x45/b30334f0.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 260 000 |  2008  |  86 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Кострома | 29.12.14
