1004554559-e0ab | http://is14.auto.ru/all/images/bb/2c/60x45/bb2c4a60.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #FF0000 | 299 000 |  2007  |  85 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Ярославль | 17.12.14
1005692807-5963 | http://is14.auto.ru/all/images/43/ca/60x45/43ca80a3.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #FF0000 | 199 000 |  2003  |  100 000 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Кострома | 25.12.14
1005693193-473f | http://is8.auto.ru/all/images/de/bc/60x45/debcce46.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #34ba2b | 245 000 |  2006  |  105 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Ворсма | 25.12.14
1005700025-51352 | http://is13.auto.ru/all/images/cf/9d/60x45/cf9ded9b.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #000000 | 280 000 |  2010  |  90 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Ярославль | 25.12.14
1005703485-83a9b2 | http://is3.auto.ru/all/images/c2/e6/60x45/c2e62773.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 340 000 |  2011  |  70 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Воронеж | 25.12.14
1005704247-e0f60b | http://is17.auto.ru/all/images/86/20/60x45/86204e35.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #ffefd5 | 398 000 |  2010  |  50 800 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 25.12.14
1005651135-700a | /i/all7/img/no-photo-thumb.gif |  Hyundai Getz1.1 MT (62 л.с.)  | #0000FF | 220 000 |  2008  |  96 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Москва | 25.12.14
1005708837-db183c | http://is5.auto.ru/all/images/4f/af/60x45/4faf94f3.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #0000FF | 295 000 |  2004  |  133 000 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Бахчисарай | 25.12.14
1005710707-6819ea | http://is12.auto.ru/all/images/0d/5a/60x45/0d5a47de.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #000000 | 400 000 |  2010  |  85 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Воронеж | 25.12.14
1005711917-8afa2 | http://is2.auto.ru/all/images/5d/36/60x45/5d36cdd9.jpg |  Hyundai Getz1.6 MT (105 л.с.)  | #000000 | 265 000 |  2007  |  62 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 26.12.14
1005501315-36d2 | http://is16.auto.ru/all/images/1d/0b/60x45/1d0b33dd.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #000000 | 265 000 |  2004  |  117 000 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Жуковский | 26.12.14
1003917240-fea8 | http://is3.auto.ru/all/images/1e/bf/60x45/1ebf9a87.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #FF0000 | 320 000 |  2008  |  60 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 26.12.14
1005748655-e416 | http://is7.auto.ru/all/images/37/df/60x45/37df61d0.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 315 000 |  2007  |  103 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Армавир | 26.12.14
1005757679-85db08 | http://is2.auto.ru/all/images/00/9d/60x45/009dec0d.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 245 000 |  2007  |  46 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Тула | 26.12.14
1005757681-14e5 | http://is9.auto.ru/all/images/66/3e/60x45/663e46cf.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #000000 | 330 000 |  2008  |  89 200 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Курск | 26.12.14
1005693545-251c | http://is12.auto.ru/all/images/86/36/60x45/8636c4c6.jpg |  Hyundai Getz1.6 MT (105 л.с.)  | #ffefd5 | 335 000 |  2009  |  67 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Владимир | 27.12.14
1005808417-e7ed8 | http://is4.auto.ru/all/images/70/8f/60x45/708feb46.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 248 000 |  2008  |  87 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Чебоксары | 27.12.14
42668496-e316 | http://is3.auto.ru/all/images/5c/89/60x45/5c89a332.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #FF0000 | 346 545 |  2008  |  90 891 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
48551580-ba97e | http://is6.auto.ru/all/images/ec/68/60x45/ec68f02d.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #000000 | 419 526 |  2010  |  58 400 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1004968241-f10d | http://is6.auto.ru/all/images/24/c8/60x45/24c84810.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #0000FF | 306 612 |  2008  |  98 882 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1004968921-c27bb | http://is15.auto.ru/all/images/77/88/60x45/77885943.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #9c9999 | 328 644 |  2009  |  70 264 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1004491021-5f92 | http://is8.auto.ru/all/images/e7/80/60x45/e7800b31.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 291 924 |  2008  |  88 710 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005816193-433105 | http://is2.auto.ru/all/images/1d/a4/60x45/1da4af09.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 255 000 |  2006  |  110 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Брянск | 27.12.14
1005649017-22b014 | http://is4.auto.ru/all/images/e7/e5/60x45/e7e56df7.jpg |  Hyundai Getz1.6 MT (105 л.с.)  | #0000FF | 370 000 |  2010  |  61 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Краснодар | 28.12.14
1005762381-3a093a | http://is6.auto.ru/all/images/97/46/60x45/9746aa27.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #34ba2b | 165 000 |  2004  |  97 500 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Вятские Поляны | 28.12.14
1005860247-52819 | http://is9.auto.ru/all/images/bf/e6/60x45/bfe6ba3d.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #9c9999 | 300 000 |  2007  |  70 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Омск | 28.12.14
1005863123-6992 | http://is2.auto.ru/all/images/e3/4a/60x45/e34a4a0b.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #0000FF | 270 000 |  2009  |  190 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005866223-bcae9 | http://is8.auto.ru/all/images/58/fa/60x45/58fa8b61.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #0088ff | 329 000 |  2010  |  32 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Череповец | 28.12.14
1005867391-0aed3a | http://is18.auto.ru/all/images/9e/14/60x45/9e14af3e.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #34ba2b | 250 000 |  2008  |  96 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Можайск | 28.12.14
1005868003-98de75 | http://is17.auto.ru/all/images/a1/ee/60x45/a1eee6f4.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 256 000 |  2006  |  107 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Смоленск | 28.12.14
1005868585-7efdf3 | http://is6.auto.ru/all/images/70/09/60x45/7009dc07.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #9c9999 | 265 000 |  2006  |  110 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Ступино | 29.12.14
1005910569-d0c4 | http://is13.auto.ru/all/images/a1/ca/60x45/a1ca8c6d.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #0088ff | 300 000 |  2010  |  26 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Углич | 29.12.14
1005910433-2741d | http://is3.auto.ru/all/images/d8/9c/60x45/d89c4d32.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #fde910 | 210 000 |  2008  |  135 600 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Волжский | 29.12.14
1005694791-9bdc4 | http://is11.auto.ru/all/images/8c/ba/60x45/8cba4fe2.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #ffefd5 | 230 000 |  2007  |  120 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Тверь | 29.12.14
1005914677-13e04 | http://is3.auto.ru/all/images/bd/3a/60x45/bd3a86aa.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #CACECB | 300 000 |  2008  |  97 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Иваново | 29.12.14
1005915093-6ea3 | http://is3.auto.ru/all/images/ef/27/60x45/ef27ff44.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #CACECB | 335 000 |  2009  |  63 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 29.12.14
47782770-559a | http://is17.auto.ru/all/images/99/55/60x45/99554141.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #CACECB | 229 000 |  2004  |  129 000 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Москва | 29.12.14
1001173243-196f7 | http://is10.auto.ru/all/images/fa/d8/60x45/fad80285.jpg |  Hyundai Getz1.6 AT (105 л.с.)  | #FF0000 | 265 000 |  2006  |  155 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Ельня | 29.12.14
1005863501-8b0c | http://is17.auto.ru/all/images/89/7c/60x45/897ce29f.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #0088ff | 243 000 |  2005  |  91 286 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Приволжск | 29.12.14
1005856705-a788 | http://is15.auto.ru/all/images/e8/d9/60x45/e8d9f03c.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 265 000 |  2007  |  97 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 29.12.14
1005967263-d09cb | http://is3.auto.ru/all/images/52/67/60x45/52676aed.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #FF0000 | 320 000 |  2009  |  62 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1003544470-cd23 | http://is11.auto.ru/all/images/07/3d/60x45/073dca48.jpg |  Hyundai Getz1.6 AT (105 л.с.)  | #FF0000 | 210 000 |  2005  |  114 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 30.12.14
1005972325-9ca0 | http://is13.auto.ru/all/images/62/4c/60x45/624c5db8.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #000000 | 305 000 |  2008  |  59 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Тверь | 30.12.14
50204098-db4ee4 | http://is2.auto.ru/all/images/1d/c3/60x45/1dc3fa35.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #ffefd5 | 389 000 |  2007  |  79 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1004250289-4887 | http://is17.auto.ru/all/images/2d/c7/60x45/2dc750b1.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #34ba2b | 329 000 |  2007  |  82 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1002159659-b389 | http://is5.auto.ru/all/images/df/23/60x45/df23477a.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #0000FF | 380 000 |  2010  |  81 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005976501-e3e0 | http://is18.auto.ru/all/images/81/d9/60x45/81d91ac5.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 278 154 |  2006  |  120 149 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005976649-afd42 | http://is2.auto.ru/all/images/52/f0/60x45/52f0cba8.jpg |  Hyundai Getz1.3 AT (82 л.с.)  | #0088ff | 260 000 |  2003  |  157 000 км  |  1.3 AT (82 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1002789903-e41f | http://is3.auto.ru/all/images/c4/c3/60x45/c4c36132.jpg |  Hyundai Getz1.6 AT (105 л.с.)  | #000000 | 370 000 |  2010  |  71 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005649249-b5fe2 | http://is12.auto.ru/all/images/e9/30/60x45/e9300780.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 385 000 |  2010  |  76 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1006020405-820ac4 | http://is3.auto.ru/all/images/22/eb/60x45/22eb66a3.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 245 000 |  2005  |  110 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Ивня | 31.12.14
1006022637-8580b | http://is12.auto.ru/all/images/ec/de/60x45/ecde93ca.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #0000FF | 235 000 |  2007  |  86 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1006024715-a5b6e | http://is15.auto.ru/all/images/85/fa/60x45/85fa1ed2.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #FFFFFF | 400 000 |  2010  |  6 600 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Краснодар | 31.12.14
1005912657-35ed45 | http://is4.auto.ru/all/images/bd/2b/60x45/bd2bc715.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 285 000 |  2008  |  67 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Чебоксары | 01.01.15
37705704-82b4 | http://is14.auto.ru/all/images/f3/4e/60x45/f34e0f9a.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 250 000 |  2005  |  122 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Рязань | 01.01.15
1006106757-5b10 | http://is11.auto.ru/all/images/01/fb/60x45/01fbe2af.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #CACECB | 279 999 |  2004  |  82 140 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Черногорск | 02.01.15
1004019408-f84c | http://is18.auto.ru/all/images/1f/66/60x45/1f660a8f.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #CACECB | 175 000 |  2003  |  184 300 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Владимир | 02.01.15
1006109997-d3a35 | http://is13.auto.ru/all/images/d5/05/60x45/d505b804.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #CACECB | 270 000 |  2008  |  120 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Мурманск | 02.01.15
1006113513-63c820 | http://is4.auto.ru/all/images/ef/f6/60x45/eff637ed.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #FF0000 | 259 000 |  2009  |  59 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 02.01.15
1006161559-dca1 | http://is3.auto.ru/all/images/65/27/60x45/65272825.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #9c9999 | 190 000 |  2006  |  69 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Можайск | 03.01.15
1006156075-7df3 | http://is12.auto.ru/all/images/0d/c6/60x45/0dc6590f.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #000000 | 230 000 |  2006  |  84 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
1006160063-17fb | http://is18.auto.ru/all/images/f0/bd/60x45/f0bd9c1d.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #9c9999 | 237 000 |  2003  |  154 009 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Кропоткин | 03.01.15
1006159809-d135 | http://is13.auto.ru/all/images/24/e6/60x45/24e611ef.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #0088ff | 245 000 |  2006  |  89 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Кострома | 03.01.15
1006114951-b7ef7 | http://is15.auto.ru/all/images/b2/01/60x45/b201ddeb.jpg |  Hyundai Getz1.3 AT (82 л.с.)  | #34ba2b | 250 000 |  2003  |  59 000 км  |  1.3 AT (82 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
47551304-50b6e | http://is8.auto.ru/all/images/15/5d/60x45/155d613d.jpg |  Hyundai Getz1.1 MT (62 л.с.)  | #0088ff | 175 000 |  2007  |  78 000 км  |  1.1 MT (62 л.с.)хэтчбек, бензин, передний  | Магнитогорск | 03.01.15
50387974-791f30 | http://is3.auto.ru/all/images/bc/99/60x45/bc9905f2.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #FF0000 | 215 000 |  2005  |  103 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 03.01.15
1006159075-f1f2 | http://is2.auto.ru/all/images/13/cd/60x45/13cd15f5.jpg |  Hyundai Getz1.6 AT (105 л.с.)  | #FF0000 | 250 000 |  2004  |  170 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
1002164031-e545 | http://is6.auto.ru/all/images/07/46/60x45/0746b880.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #FF0000 | 305 000 |  2007  |  67 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Дмитров | 03.01.15
1006154861-0eab5 | http://is17.auto.ru/all/images/ca/ad/60x45/caadd0ad.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 340 000 |  2009  |  78 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Димитровград | 03.01.15
1006207483-fea6e | http://is8.auto.ru/all/images/7d/e6/60x45/7de6700a.jpg |  Hyundai Getz1.6 MT (105 л.с.)  | #0000FF | 200 000 |  2004  |  150 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Владимир | 04.01.15
1006208359-f28eae | http://is5.auto.ru/all/images/a0/c3/60x45/a0c32558.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 320 000 |  2009  |  55 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Тверь | 04.01.15
1006156969-766304 | http://is2.auto.ru/all/images/bd/ba/60x45/bdba7beb.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #34ba2b | 440 000 |  2010  |  59 582 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Москва | 04.01.15
1006208731-0a2412 | http://is2.auto.ru/all/images/22/72/60x45/2272dd12.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #000000 | 300 000 |  2010  |  50 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Козловка | 04.01.15
1004219135-693a2a | http://is5.auto.ru/all/images/3f/27/60x45/3f275c16.jpg |  Hyundai Getz1.3 MT (82 л.с.)  | #0088ff | 170 000 |  2003  |  116 000 км  |  1.3 MT (82 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
1003286514-d89d | http://is2.auto.ru/all/images/9a/69/60x45/9a6920ad.jpg |  Hyundai Getz1.6 MT (105 л.с.)  | #34ba2b | 340 000 |  2007  |  65 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 04.01.15
1002678763-8d8757 | http://is13.auto.ru/all/images/dc/b5/60x45/dcb5b217.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #CACECB | 380 000 |  2009  |  39 500 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Зарайск | 04.01.15
1003966244-a747c | http://is2.auto.ru/all/images/82/ec/60x45/82ec309e.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #ffefd5 | 270 000 |  2008  |  100 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Кострома | 05.01.15
1006254823-9ba672 | http://is13.auto.ru/all/images/2d/e7/60x45/2de7e1ed.jpg |  Hyundai Getz1.4 AT (97 л.с.)  | #FF0000 | 349 000 |  2007  |  32 000 км  |  1.4 AT (97 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 05.01.15
1006257271-bfe8c6 | http://is14.auto.ru/all/images/c0/8d/60x45/c08dd3d2.jpg |  Hyundai Getz1.6 MT (105 л.с.)  | #FF0000 | 320 000 |  2008  |  70 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Новомосковск | 05.01.15
1006257809-d3fa13 | http://is8.auto.ru/all/images/cd/db/60x45/cddb9841.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #0000FF | 319 000 |  2008  |  53 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Тверь | 05.01.15
1005377911-8ebca | http://is5.auto.ru/all/images/17/92/60x45/17922801.jpg |  Hyundai Getz1.4 MT (97 л.с.)  | #9c9999 | 309 000 |  2009  |  44 000 км  |  1.4 MT (97 л.с.)хэтчбек, бензин, передний  | Владимир | 05.01.15
