1007299689-879c3b | http://is9.auto.ru/all/images/13/29/60x45/13291303.jpg |  ВАЗ 21151.5 MT  | #000000 | 228 900 |  2009  |  60 000 км  |  1.5 MTседан, бензин, передний  | Тула | 23.01.15
1007296261-b038e | http://is8.auto.ru/all/images/b0/27/60x45/b0271cf9.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 110 000 |  2005  |  190 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007037383-f2b0 | http://is8.auto.ru/all/images/a0/71/60x45/a0716f43.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #ffefd5 | 129 900 |  2005  |  170 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007296245-6a0fd0 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #0000FF | 80 000 |  2003  |  250 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Данилов | 23.01.15
1007296215-750c0 | http://is7.auto.ru/all/images/2b/cd/60x45/2bcd0ac0.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 129 777 |  2006  |  82 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1007097485-60c6 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #FFFFFF | 30 000 |  2002  |  67 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Тверь | 23.01.15
1007234171-d2db8 | http://is13.auto.ru/all/images/68/e0/60x45/68e0a960.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 120 000 |  2006  |  102 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006521345-18278 | http://is1.auto.ru/all/images/73/0d/60x45/730d51a1.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 105 000 |  2005  |  83 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007294765-7978 | http://is4.auto.ru/all/images/1d/0a/60x45/1d0aac58.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #FFFFFF | 199 900 |  2011  |  79 670 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007295293-e37d | http://is3.auto.ru/all/images/11/d0/60x45/11d0cbe8.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #FFFFFF | 65 000 |  2001  |  255 530 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Краснодар | 23.01.15
1006627157-27814 | http://is9.auto.ru/all/images/62/bf/60x45/62bf5132.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #9c9999 | 197 000 |  2011  |  57 453 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Новошахтинск | 23.01.15
1007150363-17d6e6 | http://is2.auto.ru/all/images/68/3b/60x45/683bf89a.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 119 000 |  2005  |  65 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1007295131-79b0b | http://is17.auto.ru/all/images/1e/0d/60x45/1e0d44ce.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 62 000 |  2003  |  115 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007295067-7d252 | http://is10.auto.ru/all/images/d2/c9/60x45/d2c96f3b.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 180 000 |  2009  |  52 899 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007294887-5d76 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #ffefd5 | 95 000 |  2007  |  111 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006977045-5c3a59 | http://is7.auto.ru/all/images/4e/c3/60x45/4ec31ac1.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #FFFFFF | 180 000 |  2011  |  67 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006677951-ca63 | http://is12.auto.ru/all/images/bd/b7/60x45/bdb7bb35.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 135 000 |  2006  |  68 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Курск | 23.01.15
1007291119-78681 | http://is11.auto.ru/all/images/02/f2/60x45/02f20f6d.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 149 000 |  2008  |  57 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1005976285-828ea5 | http://is16.auto.ru/all/images/9b/42/60x45/9b42ac7e.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #CACECB | 205 000 |  2010  |  49 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Ярославль | 23.01.15
1006982975-669d58 | http://is4.auto.ru/all/images/e9/88/60x45/e9889ee8.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 165 000 |  2007  |  78 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ярославль | 23.01.15
1007294233-dc3b61 | http://is11.auto.ru/all/images/29/c6/60x45/29c6da60.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #9c9999 | 151 900 |  2011  |  73 800 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Москва | 23.01.15
1004075722-30f1 | http://is15.auto.ru/all/images/ce/e2/60x45/cee28442.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #000000 | 60 000 |  2004  |  145 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Королев | 23.01.15
1004548509-ccc6 | http://is17.auto.ru/all/images/b1/9c/60x45/b19c1292.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 155 000 |  2009  |  72 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Павловский Посад | 23.01.15
1006858161-cfe5 | http://is3.auto.ru/all/images/c1/d8/60x45/c1d808ac.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 110 000 |  2007  |  120 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Железнодорожный | 23.01.15
1007240945-0d7c | http://is18.auto.ru/all/images/5d/d6/60x45/5dd67ed3.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #34ba2b | 90 000 |  2006  |  230 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Хотьково | 23.01.15
1006156083-a45c3a | http://is8.auto.ru/all/images/25/9f/60x45/259fcc79.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #0000FF | 70 000 |  2002  |  84 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Сергиев Посад | 23.01.15
1006314401-c2b1 | http://is15.auto.ru/all/images/81/d1/60x45/81d18845.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 95 000 |  2006  |  118 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ковров | 23.01.15
1004975951-b6474 | http://is2.auto.ru/all/images/9c/8f/60x45/9c8f91fc.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #CACECB | 152 000 |  2009  |  74 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007292779-cd622f | http://is7.auto.ru/all/images/1a/29/60x45/1a29ed7f.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #9c9999 | 219 999 |  2012  |  75 000 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007292719-c4f75c | http://is8.auto.ru/all/images/73/4e/60x45/734ebde3.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #ffefd5 | 165 000 |  2009  |  87 500 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Осташков | 23.01.15
1007292705-0fad | http://is3.auto.ru/all/images/89/68/60x45/89682ed4.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 159 000 |  2006  |  55 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Астрахань | 23.01.15
1007118903-6dad3 | http://is9.auto.ru/all/images/65/3e/60x45/653e7e50.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #FF0000 | 129 000 |  2005  |  60 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Королев | 23.01.15
1007291897-8fe6 | http://is10.auto.ru/all/images/10/1b/60x45/101bb233.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #000000 | 110 000 |  2006  |  102 523 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291587-2207 | http://is6.auto.ru/all/images/29/57/60x45/2957be3e.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #9c9999 | 159 000 |  2009  |  49 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291475-a1da | http://is14.auto.ru/all/images/2f/b6/60x45/2fb6cefd.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 166 000 |  2009  |  59 988 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290639-d4788 | http://is12.auto.ru/all/images/b8/25/60x45/b825e1d7.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #0088ff | 120 000 |  2006  |  83 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290633-aa9a6c | http://is3.auto.ru/all/images/a2/37/60x45/a237f7dd.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 165 000 |  2009  |  68 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290225-620f35 | http://is8.auto.ru/all/images/1a/da/60x45/1ada3d2f.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #34ba2b | 155 000 |  2008  |  95 500 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290009-0edb34 | http://is9.auto.ru/all/images/e2/61/60x45/e261d4c3.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 120 000 |  2005  |  112 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006813377-1f647 | http://is1.auto.ru/all/images/fa/50/60x45/fa504513.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #9c9999 | 170 000 |  2010  |  80 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Сергиев Посад | 23.01.15
1006993967-4c589f | http://is8.auto.ru/all/images/de/18/60x45/de1843eb.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 180 000 |  2010  |  80 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Воронеж | 23.01.15
1007253717-e0ee17 | http://is2.auto.ru/all/images/ba/85/60x45/ba851937.jpg |  ВАЗ 21151.6 MT  | #CACECB | 95 000 |  2003  |  230 000 км  |  1.6 MTседан, бензин, передний  | Челябинск | 22.01.15
1005710923-00c91 | http://is9.auto.ru/all/images/89/67/60x45/8967fbe6.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #000000 | 170 000 |  2008  |  85 000 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Рославль | 22.01.15
1007181543-f2608d | http://is8.auto.ru/all/images/11/75/60x45/11759d03.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 145 000 |  2009  |  90 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Иваново | 22.01.15
1007253703-139503 | http://is15.auto.ru/all/images/96/19/60x45/961918ae.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #34ba2b | 135 000 |  2008  |  79 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007252157-8004f4 | http://is18.auto.ru/all/images/07/b4/60x45/07b448db.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #0000FF | 95 000 |  2005  |  80 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007252679-9a32f6 | http://is17.auto.ru/all/images/49/bf/60x45/49bf73e5.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #FFCC00 | 59 000 |  2001  |  149 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Лукоянов | 22.01.15
1006749965-0e86b | http://is16.auto.ru/all/images/5a/f3/60x45/5af3b398.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 190 000 |  2006  |  75 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Симферополь | 22.01.15
1007252535-328f37 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 125 000 |  2004  |  195 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Старый Оскол | 22.01.15
1007252369-8a3a7a | http://is3.auto.ru/all/images/69/8a/60x45/698a5ce7.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #CACECB | 150 000 |  2008  |  94 000 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Курск | 22.01.15
1004565115-33799 | http://is9.auto.ru/all/images/4d/da/60x45/4dda53a4.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #9c9999 | 160 000 |  2009  |  75 000 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Тула | 22.01.15
1006807753-4dfd39 | http://is17.auto.ru/all/images/a5/26/60x45/a5265212.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #fde910 | 70 000 |  2004  |  180 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007251115-a04e6b | http://is13.auto.ru/all/images/6d/70/60x45/6d70e343.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 127 000 |  2006  |  107 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ярославль | 22.01.15
1007250893-0956b7 | http://is10.auto.ru/all/images/6c/5b/60x45/6c5bf9fe.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 147 000 |  2004  |  39 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Люберцы | 22.01.15
1007251547-356ac | http://is18.auto.ru/all/images/1e/7e/60x45/1e7e805b.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #000000 | 170 000 |  2010  |  99 000 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Раменское | 22.01.15
1006929299-833f | http://is13.auto.ru/all/images/e6/47/60x45/e647459a.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #0000FF | 20 000 |  2005  |  130 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Санкт-Петербург | 22.01.15
1007251509-dae7 | http://is7.auto.ru/all/images/b0/60/60x45/b0608b6a.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 85 000 |  2001  |  220 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Рославль | 22.01.15
1007250757-5e4650 | http://is13.auto.ru/all/images/da/55/60x45/da55804f.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #FFFFFF | 207 000 |  2012  |  37 405 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Обнинск | 22.01.15
1006513803-0a870 | http://is12.auto.ru/all/images/2d/a2/60x45/2da20cbd.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 66 000 |  2002  |  130 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Орехово-Зуево | 22.01.15
1007156605-b990 | http://is5.auto.ru/all/images/ec/34/60x45/ec3486c9.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 200 000 |  2011  |  90 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Ломоносов | 22.01.15
1007250549-6cb6 | http://is3.auto.ru/all/images/a8/f6/60x45/a8f671ce.jpg |  ВАЗ 2115 211501.5 MT (68 л.с.)  | #0000FF | 75 000 |  2000  |  140 000 км  |  1.5 MT (68 л.с.)седан, бензин, передний  | Тимашевск | 22.01.15
1007180969-df90 | http://is4.auto.ru/all/images/20/4c/60x45/204c96ba.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #9c9999 | 180 000 |  2011  |  43 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
38883728-c919 | http://is2.auto.ru/all/images/56/27/60x45/5627bb38.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 100 000 |  2004  |  180 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ступино | 22.01.15
1007250295-b0fb | http://is7.auto.ru/all/images/9e/77/60x45/9e77b971.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 160 000 |  2006  |  71 168 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Кузнецк | 22.01.15
1005842321-3d44 | http://is11.auto.ru/all/images/22/92/60x45/22923a74.jpg |  ВАЗ 2115 211541.6 MT (80 л.с.)  | #CACECB | 115 000 |  2007  |  132 000 км  |  1.6 MT (80 л.с.)седан, бензин, передний  | Выкса | 22.01.15
1007249889-1c39 | http://is7.auto.ru/all/images/2a/1f/60x45/2a1f85fc.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #0000FF | 100 000 |  2006  |  75 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007248873-a2642b | http://is14.auto.ru/all/images/ab/6e/60x45/ab6e508d.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #000000 | 120 000 |  2005  |  170 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Оленино | 22.01.15
1006569679-e94f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 55 000 |  2002  |  125 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Петрозаводск | 22.01.15
1007247545-daeaa7 | http://is5.auto.ru/all/images/49/b7/60x45/49b70621.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #9c9999 | 42 000 |  2002  |  250 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007095773-2f62ee | http://is7.auto.ru/all/images/cc/d8/60x45/ccd87b6d.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 235 555 |  2010  |  35 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007232299-6507f | http://is17.auto.ru/all/images/64/38/60x45/64385dcd.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #9c9999 | 155 555 |  2008  |  95 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007232435-866a | http://is11.auto.ru/all/images/c2/c5/60x45/c2c5f334.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 179 999 |  2008  |  135 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007247035-80714c | http://is1.auto.ru/all/images/60/0e/60x45/600eadc7.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 75 000 |  2005  |  120 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1006365755-83c7 | http://is9.auto.ru/all/images/3c/96/60x45/3c96d505.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #CACECB | 80 000 |  2005  |  120 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 22.01.15
1003055632-c1347 | http://is13.auto.ru/all/images/c8/ee/60x45/c8ee14f6.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #34ba2b | 140 000 |  2007  |  136 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Калуга | 22.01.15
1006936199-8a9b1 | http://is5.auto.ru/all/images/96/33/60x45/96336c4c.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 120 000 |  2006  |  61 800 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Санкт-Петербург | 22.01.15
1005392367-2b224 | http://is10.auto.ru/all/images/dd/e6/60x45/dde6a0f1.jpg |  ВАЗ 2115 2115-401.6 MT (81 л.с.)  | #000000 | 107 000 |  2005  |  254 001 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Псков | 22.01.15
1007247637-33143f | http://is18.auto.ru/all/images/7d/a2/60x45/7da25d53.jpg |  ВАЗ 21151.5 MT (90 л.с.)  | #CACECB | 150 000 |  2005  |  65 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Ильская | 22.01.15
1007248249-9680dc | http://is9.auto.ru/all/images/e9/f6/60x45/e9f60a05.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 138 000 |  2007  |  85 999 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Тула | 22.01.15
48277840-4cc20c | http://is6.auto.ru/all/images/0f/56/60x45/0f56155d.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #000000 | 74 000 |  2003  |  94 500 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Санкт-Петербург | 22.01.15
1007248091-b810b | http://is3.auto.ru/all/images/60/ba/60x45/60bacce8.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #CACECB | 87 000 |  2004  |  300 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Курск | 22.01.15
1007247875-c4626 | http://is13.auto.ru/all/images/6f/17/60x45/6f178a5f.jpg |  ВАЗ 2115 2115-201.5 MT (78 л.с.)  | #34ba2b | 140 000 |  2006  |  100 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Смоленск | 22.01.15
