1004154277-09a7 | http://is13.auto.ru/all/images/df/34/60x45/df34a566.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #FFCC00 | 260 000 |  2005  |  65 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 02.12.14
1005579329-b87b03 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #34ba2b | 190 000 |  2006  |  120 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 23.12.14
1005581051-50ed4 | http://is12.auto.ru/all/images/b1/b1/60x45/b1b1a6ee.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 280 000 |  2008  |  80 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 23.12.14
1005583731-8b6fb7 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #926547 | 260 000 |  2007  |  68 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Ногинск | 23.12.14
1005584669-937a | http://is3.auto.ru/all/images/0d/45/60x45/0d4532fb.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 410 000 |  2011  |  70 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 23.12.14
1005587269-e2a23a | http://is3.auto.ru/all/images/69/a0/60x45/69a06d8b.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 220 000 |  2005  |  54 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 23.12.14
1005632085-df3d78 | http://is12.auto.ru/all/images/bd/e3/60x45/bde3da6d.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 305 000 |  2009  |  88 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Екатеринбург | 24.12.14
1005634037-f987 | http://is8.auto.ru/all/images/a1/00/60x45/a1000572.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #0000FF | 475 000 |  2013  |  24 800 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Россошь | 24.12.14
1005635107-4086 | http://is11.auto.ru/all/images/42/b8/60x45/42b8ce7a.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #0000FF | 245 000 |  2007  |  106 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 24.12.14
1005637375-c5fb9 | http://is18.auto.ru/all/images/3d/c4/60x45/3dc4eaf9.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 240 000 |  2007  |  80 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 24.12.14
1005643709-5b5f71 | http://is17.auto.ru/all/images/1d/4a/60x45/1d4ad5d9.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #926547 | 432 000 |  2014  |  1 400 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 24.12.14
1005644205-9aaf2f | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT 4WD  | #FFCC00 | 217 000 |  2005  |  70 000 км  |  1.7 MT 4WDвнедорожник, бензин, полный  | Воронеж | 24.12.14
1005647033-945ab7 | http://is8.auto.ru/all/images/a2/09/60x45/a20988e2.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #FF0000 | 440 000 |  2012  |  12 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Орехово-Зуево | 24.12.14
1005646913-5d1a5 | http://is4.auto.ru/all/images/b4/06/60x45/b4069683.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 350 000 |  2011  |  125 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 24.12.14
1005648603-51588 | http://is7.auto.ru/all/images/24/26/60x45/24260b5d.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #000000 | 315 000 |  2010  |  41 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Архангельск | 24.12.14
1005649131-1b406c | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #FF0000 | 265 000 |  2005  |  165 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 24.12.14
1005649881-a31a | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 240 000 |  2005  |  76 400 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 24.12.14
41456114-a4133e | http://is1.auto.ru/all/images/86/44/60x45/86444848.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #FF0000 | 150 000 |  2003  |  99 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 24.12.14
49269134-28a51 | http://is9.auto.ru/all/images/16/dc/60x45/16dc4da2.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 299 000 |  2009  |  82 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 25.12.14
1005692961-7a565 | http://is3.auto.ru/all/images/7e/7f/60x45/7e7f953f.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9966CC | 400 000 |  2010  |  60 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Родники | 25.12.14
1005694251-2e069 | http://is16.auto.ru/all/images/82/ac/60x45/82aca06e.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 290 000 |  2008  |  82 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 25.12.14
1005694911-77673 | http://is5.auto.ru/all/images/b4/84/60x45/b4843a10.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 290 000 |  2007  |  62 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 25.12.14
1005695663-283a89 | http://is8.auto.ru/all/images/f8/50/60x45/f8502181.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #0000FF | 380 000 |  2012  |  43 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 25.12.14
1005695297-bbe1 | http://is4.auto.ru/all/images/75/bd/60x45/75bdf860.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 245 000 |  2007  |  120 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Зарайск | 25.12.14
49665806-6419 | http://is5.auto.ru/all/images/16/0f/60x45/160ffd8e.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 200 000 |  2004  |  150 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Вятские Поляны | 25.12.14
1005700961-12230 | http://is4.auto.ru/all/images/ee/7c/60x45/ee7c2c1b.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #000000 | 280 000 |  2006  |  68 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 25.12.14
1005701119-c145 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 200 000 |  2007  |  100 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 25.12.14
1005702565-0ccd8f | http://is3.auto.ru/all/images/7a/86/60x45/7a86f8d7.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #926547 | 505 000 |  2013  |  39 276 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 25.12.14
1005702895-59b466 | http://is9.auto.ru/all/images/d7/4c/60x45/d74c5655.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #34ba2b | 190 000 |  2004  |  70 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Кинешма | 25.12.14
1005708047-9071c | http://is16.auto.ru/all/images/a1/9b/60x45/a19ba3f1.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 357 000 |  2012  |  38 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Псков | 25.12.14
1005708987-16ef | http://is9.auto.ru/all/images/8a/16/60x45/8a16ce3d.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 195 000 |  2007  |  98 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 25.12.14
1000192393-dab0 | http://is14.auto.ru/all/images/f9/36/60x45/f936855a.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #34ba2b | 240 000 |  2007  |  97 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Тамбов | 25.12.14
1005705173-5822 | http://is15.auto.ru/all/images/bb/81/60x45/bb815c9d.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 400 000 |  2011  |  31 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 25.12.14
1005710295-3723b9 | http://is6.auto.ru/all/images/dc/29/60x45/dc29aac0.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 180 000 |  2004  |  110 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Пенза | 25.12.14
48615182-8ab8b9 | http://is2.auto.ru/all/images/50/cb/60x45/50cb0c68.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 297 000 |  2008  |  73 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Великий Новгород | 26.12.14
1005744771-7539 | http://is3.auto.ru/all/images/d8/f5/60x45/d8f55ebc.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 259 000 |  2009  |  78 300 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 26.12.14
1000251303-bd34 | http://is7.auto.ru/all/images/d9/bb/60x45/d9bb8a15.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 210 000 |  2005  |  98 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 26.12.14
1003628238-56a7e8 | http://is11.auto.ru/all/images/97/88/60x45/9788dee1.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #000000 | 230 000 |  2005  |  93 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Кинешма | 26.12.14
1002937498-c08bc4 | http://is6.auto.ru/all/images/0b/21/60x45/0b212344.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #ffefd5 | 250 000 |  2005  |  65 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 26.12.14
1000192522-2b08d | http://is14.auto.ru/all/images/4a/9e/60x45/4a9ecb3b.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #000000 | 260 000 |  2007  |  120 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 26.12.14
1005646295-73be | http://is17.auto.ru/all/images/48/d9/60x45/48d95f6e.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #FF0000 | 190 000 |  2003  |  68 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 26.12.14
49782762-1b62 | http://is12.auto.ru/all/images/fe/05/60x45/fe05b123.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #000000 | 260 000 |  2007  |  100 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 26.12.14
1005754321-e402 | http://is16.auto.ru/all/images/c0/e5/60x45/c0e54411.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #0000FF | 230 000 |  2006  |  100 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 26.12.14
1005756993-b68dd | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #34ba2b | 130 000 |  2004  |  125 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 26.12.14
1005757711-3432c | http://is9.auto.ru/all/images/05/1d/60x45/051db8b7.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 300 000 |  2008  |  74 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 26.12.14
1003781358-2a3026 | http://is17.auto.ru/all/images/ad/5e/60x45/ad5e64e6.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #FFCC00 | 180 000 |  2004  |  170 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Орехово-Зуево | 26.12.14
1005803557-f6d431 | http://is12.auto.ru/all/images/7e/d9/60x45/7ed9c49a.jpg |  Chevrolet Niva I1.8 MT (122 л.с.) 4WD  | #000000 | 210 000 |  2007  |  84 000 км  |  1.8 MT (122 л.с.) 4WDвнедорожник, бензин, полный  | Кирово-Чепецк | 27.12.14
1005809539-bd957 | http://is14.auto.ru/all/images/32/fb/60x45/32fba6a4.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #34ba2b | 415 000 |  2014  |  25 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 27.12.14
1005751731-e39c0 | http://is16.auto.ru/all/images/c4/5c/60x45/c45c9367.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 465 000 |  2013  |  20 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 27.12.14
1004227879-a7c12 | http://is5.auto.ru/all/images/07/65/60x45/07655654.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 403 920 |  2010  |  96 948 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 27.12.14
1005811205-33c1 | http://is17.auto.ru/all/images/53/c6/60x45/53c61299.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #34ba2b | 350 000 |  2010  |  53 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Великие Луки | 27.12.14
1003556760-43e473 | http://is6.auto.ru/all/images/ed/4f/60x45/ed4fe95d.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 225 000 |  2005  |  95 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Мценск | 27.12.14
1002549819-b5dc57 | http://is4.auto.ru/all/images/ce/0a/60x45/ce0a7217.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 180 000 |  2006  |  70 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Псков | 27.12.14
1005813073-bb708b | http://is16.auto.ru/all/images/3c/3c/60x45/3c3c9a28.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 175 000 |  2003  |  145 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Обнинск | 27.12.14
1005815735-19a7b0 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 270 000 |  2008  |  82 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 27.12.14
1005815753-23edac | http://is17.auto.ru/all/images/69/6f/60x45/696f801f.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #000000 | 270 000 |  2006  |  96 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Красноармейская | 27.12.14
1005822213-cdeb6a | http://is18.auto.ru/all/images/37/3b/60x45/373b8ad1.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9966CC | 205 000 |  2005  |  102 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Дятьково | 28.12.14
1005858457-78dc | http://is8.auto.ru/all/images/59/c6/60x45/59c6c032.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 420 000 |  2011  |  31 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 28.12.14
1005861341-46870a | http://is10.auto.ru/all/images/49/e3/60x45/49e3dc45.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #000000 | 350 000 |  2011  |  44 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 28.12.14
1005864101-070a01 | http://is6.auto.ru/all/images/a4/08/60x45/a408f76f.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #000000 | 410 000 |  2012  |  34 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 28.12.14
1005864413-214b7 | http://is2.auto.ru/all/images/43/1c/60x45/431c9069.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #0000FF | 160 000 |  2004  |  190 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Мурманск | 28.12.14
1005808987-b5d2f3 | http://is9.auto.ru/all/images/e0/18/60x45/e018f7f5.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #000000 | 400 000 |  2010  |  40 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Пятигорск | 28.12.14
479694-7d13 | http://is15.auto.ru/all/images/12/9d/60x45/129d8e16.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #0000FF | 263 000 |  2006  |  110 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Тихорецк | 28.12.14
1005865217-89102 | http://is6.auto.ru/all/images/a4/08/60x45/a408f76f.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #000000 | 410 000 |  2012  |  34 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 28.12.14
1003218098-a15fd8 | http://is18.auto.ru/all/images/d3/10/60x45/d310cf95.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #FFCC00 | 229 999 |  2005  |  116 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Апрелевка | 28.12.14
1003698966-59b9a4 | http://is13.auto.ru/all/images/6e/15/60x45/6e15c53f.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #34ba2b | 159 000 |  2003  |  50 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 29.12.14
1005908753-b2f3 | http://is8.auto.ru/all/images/9d/97/60x45/9d97191f.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 395 000 |  2011  |  57 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 29.12.14
50268700-1313e | http://is17.auto.ru/all/images/be/23/60x45/be230d1f.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 245 000 |  2007  |  89 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 29.12.14
1005916233-0f26ed | http://is4.auto.ru/all/images/0b/ac/60x45/0bac10eb.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #000000 | 310 000 |  2008  |  75 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 29.12.14
1005923169-3ece2 | http://is3.auto.ru/all/images/74/d6/60x45/74d6be22.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 270 000 |  2006  |  137 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 29.12.14
1005924341-355c2 | http://is8.auto.ru/all/images/7e/c8/60x45/7ec8c1b1.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 169 000 |  2004  |  90 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 29.12.14
15569414-c7c3e | http://is15.auto.ru/all/images/39/d5/60x45/39d5908e.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 380 000 |  2011  |  50 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Чебоксары | 30.12.14
1005327265-5cf7 | http://is3.auto.ru/all/images/f9/9b/60x45/f99b1eb6.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #9c9999 | 329 000 |  2011  |  78 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 30.12.14
1001107856-fbeb | http://is16.auto.ru/all/images/f6/a6/60x45/f6a61f94.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 360 000 |  2010  |  40 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 30.12.14
1005972105-f8d01b | http://is2.auto.ru/all/images/90/43/60x45/90430c56.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #CACECB | 190 000 |  2003  |  200 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Сальск | 30.12.14
1005972583-01b9a | http://is3.auto.ru/all/images/1a/e7/60x45/1ae7d36d.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #0000FF | 298 000 |  2006  |  55 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 30.12.14
1005972701-f467 | http://is12.auto.ru/all/images/32/0a/60x45/320ad6da.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #0000FF | 250 016 |  2006  |  140 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Ессентуки | 30.12.14
1005388401-678d5a | http://is8.auto.ru/all/images/f9/65/60x45/f9650947.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 420 000 |  2010  |  53 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
1005519803-39a11 | http://is7.auto.ru/all/images/f3/5e/60x45/f35e78cc.jpg |  Chevrolet Niva I1.7 MT (80 л.с.) 4WD  | #9c9999 | 305 000 |  2008  |  52 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
1003331804-e9d125 | http://is18.auto.ru/all/images/08/13/60x45/08139d55.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 360 000 |  2010  |  80 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
1004147975-2a06e | http://is4.auto.ru/all/images/a1/45/60x45/a145143f.jpg |  Chevrolet Niva I Рестайлинг1.7 MT (80 л.с.) 4WD  | #CACECB | 399 000 |  2012  |  34 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
