1007299649-fa1a6 | http://is18.auto.ru/all/images/ef/79/60x45/ef79ccb9.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 110 000 |  2002  |  150 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Покров | 23.01.15
1007294913-3c855 | http://is12.auto.ru/all/images/28/ab/60x45/28ab4bfe.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 75 000 |  2002  |  160 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Махачкала | 23.01.15
1007294343-52b7aa | http://is11.auto.ru/all/images/1f/e6/60x45/1fe60d45.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 36 000 |  1999  |  126 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007294247-fced61 | http://is2.auto.ru/all/images/43/6c/60x45/436ccff6.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 50 000 |  1996  |  120 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Киров | 23.01.15
1007293927-3ae3ea | http://is8.auto.ru/all/images/2b/e5/60x45/2be5ab20.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #9966CC | 70 000 |  2002  |  130 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007247599-9341 | http://is10.auto.ru/all/images/4d/f4/60x45/4df480fb.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 25 000 |  1998  |  100 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Егорьевск | 23.01.15
1007292691-6b292c | http://is16.auto.ru/all/images/97/e8/60x45/97e8abb2.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 129 999 |  2004  |  135 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291129-7a51be | http://is7.auto.ru/all/images/f2/71/60x45/f27199a8.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #9c9999 | 49 000 |  2002  |  79 800 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291045-27ad | http://is13.auto.ru/all/images/b0/e6/60x45/b0e6a830.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #CACECB | 75 000 |  2003  |  93 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290963-190c | http://is1.auto.ru/all/images/2f/ff/60x45/2fff3c7c.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 125 000 |  2004  |  85 200 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290221-edf11 | http://is12.auto.ru/all/images/f7/7f/60x45/f77fc11b.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 85 000 |  2001  |  105 005 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007289977-40a8a | http://is17.auto.ru/all/images/a4/b9/60x45/a4b93751.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #9c9999 | 100 000 |  2003  |  100 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007285997-14a77 | http://is3.auto.ru/all/images/20/0c/60x45/200c7949.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 110 000 |  2003  |  126 830 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007284369-5d6151 | http://is5.auto.ru/all/images/e6/7c/60x45/e67c9b7c.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 80 000 |  2002  |  200 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Раменское | 23.01.15
1007282541-6900ab | http://is1.auto.ru/all/images/9d/2d/60x45/9d2d83ba.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 80 000 |  2002  |  120 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007281273-4683d | http://is13.auto.ru/all/images/51/26/60x45/5126e728.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #9c9999 | 75 000 |  2002  |  118 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007280155-ef69d | http://is12.auto.ru/all/images/21/90/60x45/21907899.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 70 000 |  2000  |  129 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007279195-e1bae | http://is18.auto.ru/all/images/de/e0/60x45/dee05636.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 75 000 |  2004  |  112 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266433-52fc | http://is18.auto.ru/all/images/e3/a1/60x45/e3a107c2.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 125 000 |  2003  |  117 502 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266019-d70d13 | http://is8.auto.ru/all/images/1d/66/60x45/1d66493d.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #FFCC00 | 110 000 |  2004  |  94 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1005715399-66662 | http://is14.auto.ru/all/images/a8/47/60x45/a8473141.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 72 775 |  2002  |  229 508 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007264599-6f4a | http://is17.auto.ru/all/images/4f/a7/60x45/4fa70125.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FF0000 | 69 000 |  2000  |  68 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1007262869-c8c5 | http://is18.auto.ru/all/images/db/bb/60x45/dbbb05d7.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0000FF | 10 000 |  1998  |  180 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Уфа | 23.01.15
1007261675-2e94 | http://is17.auto.ru/all/images/7f/c1/60x45/7fc16b3a.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #CACECB | 26 300 |  1998  |  105 456 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Йошкар-Ола | 23.01.15
1005575735-4550 | http://is10.auto.ru/all/images/06/bc/60x45/06bc5d84.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 95 000 |  2003  |  79 546 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006691833-a3ac | http://is7.auto.ru/all/images/48/b5/60x45/48b534cc.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #9c9999 | 70 000 |  2002  |  180 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Коломна | 23.01.15
1007242807-04b040 | http://is16.auto.ru/all/images/4a/e1/60x45/4ae19634.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 110 000 |  2004  |  99 412 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007255423-9ea3 | http://is14.auto.ru/all/images/44/38/60x45/4438c1ad.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FFFFFF | 60 000 |  1992  |  75 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Селятино | 23.01.15
1007118667-723bf6 | http://is4.auto.ru/all/images/de/22/60x45/de227806.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 65 000 |  2003  |  190 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Воронеж | 23.01.15
1006994787-152e88 | http://is3.auto.ru/all/images/54/d6/60x45/54d608e6.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 97 000 |  2005  |  87 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007254931-6eb4 | http://is5.auto.ru/all/images/22/a7/60x45/22a71b0b.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 79 000 |  2000  |  200 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Обнинск | 22.01.15
1007254907-3e4965 | http://is12.auto.ru/all/images/47/76/60x45/4776c9fb.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #CACECB | 85 000 |  2001  |  122 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
50333166-1f48 | http://is8.auto.ru/all/images/82/b7/60x45/82b788bf.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FF0000 | 35 000 |  1998  |  250 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Иваново | 22.01.15
1007106763-7a4a | http://is6.auto.ru/all/images/4d/84/60x45/4d84ed3d.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 75 000 |  1998  |  137 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007254149-79a45e | http://is18.auto.ru/all/images/5c/8d/60x45/5c8d55fd.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 115 000 |  2004  |  186 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007175433-50afc0 | http://is8.auto.ru/all/images/a7/c1/60x45/a7c195ca.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 95 000 |  2004  |  67 589 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007254045-9bc0 | http://is5.auto.ru/all/images/4d/da/60x45/4dda851c.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 65 000 |  2002  |  50 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Томилино | 22.01.15
1002613393-ed0e03 | http://is11.auto.ru/all/images/04/ee/60x45/04eef5f6.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #9c9999 | 95 000 |  2001  |  143 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Тверь | 22.01.15
1007253753-13bc | http://is2.auto.ru/all/images/a2/e0/60x45/a2e0d508.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0088ff | 50 000 |  2002  |  163 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ижевск | 22.01.15
1007253603-fc1b | http://is7.auto.ru/all/images/4b/96/60x45/4b961166.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FF0000 | 80 000 |  1999  |  96 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Мостовской | 22.01.15
1007253491-8ee4 | http://is10.auto.ru/all/images/9a/67/60x45/9a676337.jpg |  ВАЗ 21099 210991.3 MT (135 л.с.)  | #9c9999 | 80 000 |  2001  |  120 000 км  |  1.3 MT (135 л.с.)седан, бензин, передний  | Казань | 22.01.15
1006742253-47726a | http://is4.auto.ru/all/images/4c/91/60x45/4c91051d.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #9966CC | 75 000 |  2001  |  156 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007253041-ae21cd | http://is8.auto.ru/all/images/bc/fc/60x45/bcfc73f9.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 80 000 |  2003  |  183 687 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007253021-18d45 | http://is16.auto.ru/all/images/28/ce/60x45/28cee1a0.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 76 000 |  1998  |  200 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Люберцы | 22.01.15
1007252041-5eddd9 | http://is3.auto.ru/all/images/72/e5/60x45/72e51bcf.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 110 000 |  2003  |  220 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Кашира | 22.01.15
1007036459-d18bd | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0000FF | 40 000 |  1999  |  110 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Юбилейный | 22.01.15
1007252071-d0ae | http://is13.auto.ru/all/images/74/57/60x45/74572bab.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0000FF | 60 000 |  2000  |  110 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Киров | 22.01.15
1007236993-4eed84 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 43 000 |  1996  |  112 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Серпухов | 22.01.15
1007239077-d96d3 | http://is16.auto.ru/all/images/cc/34/60x45/cc34f98a.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #FFFFFF | 59 999 |  2000  |  1 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Сочи | 22.01.15
1007112677-2a405f | http://is3.auto.ru/all/images/b8/e1/60x45/b8e1cc45.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #CACECB | 85 000 |  2001  |  150 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007250929-c3b2eb | http://is2.auto.ru/all/images/41/e6/60x45/41e6d6c6.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 75 000 |  2004  |  160 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007250799-006b | http://is7.auto.ru/all/images/f1/0d/60x45/f10da0f5.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 99 000 |  2004  |  100 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Серпухов | 22.01.15
1007250583-2ec241 | http://is2.auto.ru/all/images/7c/62/60x45/7c62c148.jpg |  ВАЗ 210991.5 MT (77 л.с.)  | #9c9999 | 85 000 |  1997  |  150 000 км  |  1.5 MT (77 л.с.)седан, бензин, передний  | Воронеж | 22.01.15
1007250431-69f091 | http://is12.auto.ru/all/images/53/dd/60x45/53dd4c67.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 55 000 |  2001  |  150 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Тамбов | 22.01.15
1007117487-44c2 | http://is11.auto.ru/all/images/2c/a3/60x45/2ca3142d.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0000FF | 85 000 |  2003  |  160 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007249071-4e412f | http://is6.auto.ru/all/images/8e/87/60x45/8e87b39c.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0000FF | 73 000 |  1999  |  131 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Павловский Посад | 22.01.15
1007105897-5cd1 | http://is3.auto.ru/all/images/e9/50/60x45/e950d3fc.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 58 000 |  2002  |  48 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Климовск | 22.01.15
1007248235-d51da | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 45 000 |  2003  |  121 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007248829-cd642 | http://is17.auto.ru/all/images/ba/1e/60x45/ba1e2b7a.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #ffefd5 | 50 000 |  2000  |  132 542 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007166725-e788 | http://is6.auto.ru/all/images/8a/72/60x45/8a720484.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #9c9999 | 49 000 |  2001  |  120 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Орехово-Зуево | 22.01.15
1007247543-3cc6db | http://is4.auto.ru/all/images/0a/6e/60x45/0a6e0107.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 105 000 |  2004  |  110 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ростов-на-Дону | 22.01.15
1007236373-8a14 | http://is7.auto.ru/all/images/7d/58/60x45/7d585350.jpg |  ВАЗ 210991.5 MT (68 л.с.)  | #34ba2b | 90 000 |  1999  |  90 000 км  |  1.5 MT (68 л.с.)седан, бензин, передний  | Старый Оскол | 22.01.15
1007183173-0d1a | http://is14.auto.ru/all/images/3f/fb/60x45/3ffb7e60.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CC0033 | 73 000 |  2002  |  125 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007247367-c993 | http://is13.auto.ru/all/images/1d/00/60x45/1d0060f9.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FF0000 | 65 000 |  1999  |  171 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
1006462717-639cb | http://is2.auto.ru/all/images/b1/40/60x45/b140c42f.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0088ff | 85 000 |  2002  |  141 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Пушкино | 22.01.15
1007245511-7b03 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #000000 | 50 000 |  2003  |  270 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Ярославль | 22.01.15
1007242005-6cf356 | http://is13.auto.ru/all/images/f8/b4/60x45/f8b42493.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 54 777 |  1997  |  108 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Санкт-Петербург | 22.01.15
42745780-80a0 | http://is3.auto.ru/all/images/fa/c5/60x45/fac5ed73.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 45 000 |  2000  |  225 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Можайск | 22.01.15
1007240921-d1eea8 | http://is2.auto.ru/all/images/f4/68/60x45/f46843f3.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0000FF | 70 000 |  1998  |  100 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Липецк | 22.01.15
1007240753-c18b2f | http://is9.auto.ru/all/images/71/95/60x45/7195c984.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 120 000 |  2001  |  150 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Балашиха | 22.01.15
1007240391-ed8dc1 | http://is2.auto.ru/all/images/d6/b5/60x45/d6b57080.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #0088ff | 60 000 |  1994  |  35 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Иваново | 22.01.15
1007222025-e53b | http://is11.auto.ru/all/images/06/f4/60x45/06f4839b.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 70 000 |  1997  |  60 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Санкт-Петербург | 22.01.15
1007239205-f6de5 | http://is8.auto.ru/all/images/af/e5/60x45/afe5f8fd.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 199 999 |  2004  |  90 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007239083-6d7b4 | http://is7.auto.ru/all/images/20/a5/60x45/20a5b0ea.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #ffefd5 | 30 000 |  1993  |  90 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007239097-1031d8 | http://is12.auto.ru/all/images/c8/b1/60x45/c8b1c77e.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #CACECB | 35 000 |  2001  |  116 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Йошкар-Ола | 22.01.15
1006622739-6699 | http://is5.auto.ru/all/images/8f/dd/60x45/8fdd7709.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FF0000 | 35 000 |  1997  |  120 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Калуга | 22.01.15
1006807057-104f | http://is16.auto.ru/all/images/1d/5a/60x45/1d5a7348.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 210 000 |  2005  |  49 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007183929-7daa58 | http://is8.auto.ru/all/images/07/78/60x45/07788fb1.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #FFFFFF | 30 000 |  2000  |  200 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Белгород | 22.01.15
1007238405-af579a | http://is12.auto.ru/all/images/00/92/60x45/009221dd.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #000000 | 265 000 |  2002  |  114 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Красково | 22.01.15
1007238267-53d10a | http://is2.auto.ru/all/images/38/9b/60x45/389b6812.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 70 000 |  2003  |  119 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Балабаново | 22.01.15
1007046777-3b1204 | http://is2.auto.ru/all/images/76/c4/60x45/76c49f92.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 78 000 |  2003  |  110 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1006460335-1904 | http://is3.auto.ru/all/images/1c/56/60x45/1c56af1e.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 105 000 |  2002  |  68 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007236513-7d8f54 | http://is2.auto.ru/all/images/52/42/60x45/5242d846.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #CACECB | 55 000 |  2000  |  146 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Королев | 22.01.15
1007235607-d1410 | http://is8.auto.ru/all/images/79/7e/60x45/797e2411.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #0000FF | 110 000 |  1999  |  90 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Саранск | 22.01.15
1003119132-cba79 | http://is2.auto.ru/all/images/83/cc/60x45/83cce944.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #34ba2b | 110 000 |  2005  |  110 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Москва | 22.01.15
1006313527-07e40 | http://is13.auto.ru/all/images/cd/52/60x45/cd528658.jpg |  ВАЗ 21099 210991.5 MT (70 л.с.)  | #34ba2b | 55 000 |  1997  |  98 000 км  |  1.5 MT (70 л.с.)седан, бензин, передний  | Ликино-Дулево | 22.01.15
1006796915-7ed618 | http://is5.auto.ru/all/images/c5/20/60x45/c5202c07.jpg |  ВАЗ 21099 21099-201.5 MT (78 л.с.)  | #CACECB | 87 000 |  2004  |  126 000 км  |  1.5 MT (78 л.с.)седан, бензин, передний  | Ликино-Дулево | 22.01.15
